SpatialDim,ParentLocation,TimeDim,PM25_mean,PM25_lower_CI,PM25_upper_CI
TGO,Africa,2018,36.83061,21.64644,59.12274
GRD,Americas,2019,10.08384,7.07235,13.19739
THA,South-East Asia,2019,24.63927,22.75113,26.41534
COM,Africa,2012,14.16312,7.28009,23.06364
PRY,Americas,2013,14.33518,10.82851,21.3056
EMR,,2017,43.64261,38.5438,49.40983
URY,Americas,2015,9.90392,7.66084,12.44646
LSO,Africa,2014,17.95129,12.20292,27.12963
ERI,Africa,2013,22.20768,9.08545,47.56205
SRB,Europe,2014,26.27462,24.20247,28.00208
PRK,South-East Asia,2013,68.48237,50.82543,87.86215
IRQ,Eastern Mediterranean,2019,39.28878,31.90712,49.47615
MEX,Americas,2014,21.56012,19.95915,23.7453
ERI,Africa,2010,22.41942,9.0376,48.24995
LBR,Africa,2017,35.98,18.17585,65.25855
COM,Africa,2019,14.3724,7.39556,23.58476
SLV,Americas,2013,28.60984,19.20355,40.93536
COL,Americas,2013,18.07776,15.36034,21.0866
KHM,Western Pacific,2017,16.83556,14.88413,19.47596
KIR,Western Pacific,2017,7.63061,2.74187,15.17031
NAM,Africa,2011,12.0992,6.18031,19.50358
SEN,Africa,2019,38.21284,22.10697,57.28588
TZA,Africa,2018,15.4112,10.88515,22.66237
MHL,Western Pacific,2014,6.97074,2.67045,14.6172
CMR,Africa,2014,53.82225,37.32844,75.19802
TLS,South-East Asia,2018,19.65762,8.94494,39.42813
GHA,Africa,2014,44.32529,30.38888,67.2009
BHR,Eastern Mediterranean,2011,54.68996,48.21415,60.9224
UZB,Europe,2014,48.70482,35.73613,68.14162
AUT,Europe,2015,13.62845,13.28801,14.05768
BRN,Western Pacific,2018,6.69525,5.56211,8.131
BGD,South-East Asia,2011,49.96579,45.04827,55.15341
COL,Americas,2016,16.90482,14.19541,19.92404
CHL,Americas,2010,22.25415,20.30292,24.51945
SOM,Eastern Mediterranean,2015,14.22371,7.58278,24.2019
LMI_SEAR,,2012,48.1556,46.58019,50.16192
TON,Western Pacific,2018,7.46988,3.85787,12.83091
ERI,Africa,2011,22.7158,9.04299,49.2829
LCA,Americas,2018,9.50754,6.81102,12.88484
WPR,,2015,43.43547,41.77437,44.7554
LCA,Americas,2014,9.10296,6.29619,12.11127
RUS,Europe,2014,10.79947,8.77586,13.19306
SUR,Americas,2019,12.17056,6.80834,18.68709
IRN,Eastern Mediterranean,2011,29.6127,25.95534,33.12824
CUB,Americas,2012,13.71305,9.57713,19.56664
BEN,Africa,2013,30.8411,20.30911,46.33255
USA,Americas,2015,8.31036,8.21013,8.42937
DEU,Europe,2019,10.73096,10.56385,10.9266
HI_EMR,,2011,53.69879,42.61678,66.21624
TJK,Europe,2015,63.27915,43.86136,91.63811
TON,Western Pacific,2014,7.20356,4.22621,12.26334
KIR,Western Pacific,2016,7.63719,2.88617,15.29822
AND,Europe,2013,10.14877,8.87914,11.93458
IDN,South-East Asia,2014,18.87457,16.05976,22.73228
SWE,Europe,2019,5.95539,5.70299,6.2227
YEM,Eastern Mediterranean,2018,41.6231,14.37299,85.3643
543,,2019,8.58667,3.57468,18.0253
SVK,Europe,2011,22.65742,21.59899,23.72857
ESP,Europe,2019,9.3416,9.1399,9.55504
TGO,Africa,2015,38.24957,21.30765,61.60268
PER,Americas,2011,28.47326,22.38318,35.97425
KWT,Eastern Mediterranean,2010,66.5074,57.64246,75.93259
SOM,Eastern Mediterranean,2017,14.49673,7.61684,24.74203
TTO,Americas,2019,10.26482,7.92725,12.59376
JAM,Americas,2015,15.74704,13.52624,18.40509
ETH,Africa,2013,22.07112,13.03012,33.29617
ROU,Europe,2018,15.59612,14.80166,16.43284
ISR,Europe,2019,19.47101,18.17,20.73832
SVN,Europe,2016,16.73609,15.93069,17.83379
TKM,Europe,2012,35.59832,21.48234,53.15561
KAZ,Europe,2010,30.42386,21.77415,42.24079
TUN,Eastern Mediterranean,2014,27.01053,18.14759,38.35766
LUX,Europe,2014,10.26854,9.67704,10.90496
202,,2014,32.01954,24.71232,41.8947
GHA,Africa,2010,44.15821,29.96387,67.45766
FRA,Europe,2016,11.24407,11.0198,11.45657
LMI_AMR,,2012,17.828,16.59327,18.76357
GUY,Americas,2018,11.51726,5.90073,18.11704
ARG,Americas,2016,13.93109,10.47123,18.20022
PAK,Eastern Mediterranean,2013,59.05498,48.06485,71.97563
CYP,Europe,2015,15.12686,13.38502,16.81761
PNG,Western Pacific,2019,8.88558,3.18037,19.45226
BDI,Africa,2010,27.83957,10.72562,60.64909
PHL,Western Pacific,2018,21.51733,17.94289,24.82572
GNB,Africa,2015,36.11347,17.84872,67.5945
PAN,Americas,2010,14.12765,10.486,17.84568
MKD,Europe,2016,28.22692,26.46783,31.00161
SAU,Eastern Mediterranean,2017,58.46789,41.36972,77.10368
GRD,Americas,2018,10.56853,8.05451,14.40508
MNE,Europe,2013,23.39572,20.91303,26.68928
CAN,Americas,2011,7.8737,7.67397,8.08056
GNB,Africa,2012,35.23712,17.68976,65.10148
PSE,Eastern Mediterranean,2019,30.8191,21.73442,41.91581
MHL,Western Pacific,2017,7.14984,2.6154,14.80979
747,,2012,35.56683,30.43085,41.35209
PRT,Europe,2018,7.89586,7.61127,8.15129
SWE,Europe,2011,7.75897,7.40716,8.10647
IDN,South-East Asia,2015,19.34402,16.09159,23.52101
513,,2016,10.70538,10.37504,11.07562
ITA,Europe,2018,15.97465,15.7465,16.18976
CAN,Americas,2016,6.30748,6.1203,6.49844
LMI_EUR,,2010,22.02462,20.10779,24.69264
AZE,Europe,2015,29.66727,16.39696,49.72416
BIH,Europe,2013,31.48972,28.85099,34.65585
SSD,Africa,2012,21.91677,11.01885,42.38265
SWE,Europe,2010,7.51618,7.17252,7.8761
DEU,Europe,2014,12.47156,12.25233,12.66096
GBR,Europe,2013,11.82121,11.38341,12.21961
BGD,South-East Asia,2010,49.42935,43.01075,56.00201
BFA,Africa,2015,43.63248,16.72865,99.32209
JPN,Western Pacific,2017,11.89025,10.9058,12.72848
TTO,Americas,2014,10.34355,7.7778,12.70892
GHA,Africa,2012,46.1697,30.53995,70.67293
BIH,Europe,2019,26.19402,24.23331,28.66775
KNA,Americas,2018,8.59213,6.54226,11.36328
SSD,Africa,2016,22.37394,11.1239,42.2757
BOL,Americas,2016,26.40407,18.00563,35.80453
KEN,Africa,2014,12.46646,7.78279,17.6641
GRC,Europe,2018,15.68502,14.47588,16.96413
CUB,Americas,2015,14.16391,10.47203,19.33276
BIH,Europe,2016,29.70925,27.37463,32.604
TJK,Europe,2013,67.16655,44.21138,93.68834
ETH,Africa,2018,22.23241,13.12958,33.3564
AUT,Europe,2018,12.67567,12.37275,13.0899
HUN,Europe,2014,17.6783,16.86694,18.66233
JAM,Americas,2013,14.31808,12.34005,16.34127
KNA,Americas,2013,7.75147,5.99445,10.04043
HI_EUR,,2011,16.40925,16.23631,16.5395
KEN,Africa,2010,12.37721,7.7466,17.49326
FRA,Europe,2011,14.72045,14.43635,15.01263
STP,Africa,2010,31.73907,16.45756,54.4449
BLR,Europe,2013,17.94123,15.55657,20.14824
MRT,Africa,2016,42.42518,17.8031,92.83677
MCO,Europe,2019,9.21092,8.24209,10.26663
ETH,Africa,2014,21.94154,13.01398,32.87573
NRU,Western Pacific,2012,7.4037,3.0178,14.13657
AFG,Eastern Mediterranean,2010,68.96605,49.48253,96.51297
HI_WPR,,2016,15.31087,14.69667,15.85126
NPL,South-East Asia,2019,36.43171,31.7147,42.97017
MAR,Eastern Mediterranean,2015,13.48392,11.03005,16.60524
WPR,,2012,44.85072,39.81106,49.20901
CAF,Africa,2017,27.93652,6.14729,77.57
LVA,Europe,2010,16.47888,14.60394,18.54145
ITA,Europe,2017,15.73249,15.49956,15.97307
SRB,Europe,2010,29.42471,27.10844,31.44039
HND,Americas,2014,23.10055,16.54553,30.8249
BLZ,Americas,2016,11.10206,4.47094,21.96023
MNG,Western Pacific,2016,47.50225,34.59891,62.1428
MAR,Eastern Mediterranean,2014,13.25827,10.8966,16.41184
PAK,Eastern Mediterranean,2017,51.97565,42.55322,62.73509
BIH,Europe,2012,34.05842,31.39425,37.21229
AUS,Western Pacific,2013,7.25562,6.85574,7.62506
ALB,Europe,2017,19.00622,17.2217,21.11586
MCO,Europe,2016,9.52814,8.49709,10.5883
NIU,Western Pacific,2013,6.40683,3.0916,13.70113
URY,Americas,2016,9.74647,7.55056,12.17017
SYC,Africa,2015,16.50973,11.80029,23.79329
EGY,Eastern Mediterranean,2014,62.02213,39.88878,90.31205
SMR,Europe,2017,10.55104,8.78243,12.32673
BLZ,Americas,2018,10.90041,4.59571,20.92438
SMR,Europe,2013,11.72033,9.78385,13.6946
SRB,Europe,2019,21.73909,20.19741,23.13794
IND,South-East Asia,2017,51.30151,48.77812,53.21048
NIU,Western Pacific,2010,6.44213,3.17372,14.53907
KAZ,Europe,2014,30.90701,22.27147,41.8216
LMI_SEAR,,2018,47.47836,45.73621,49.59158
PRK,South-East Asia,2015,56.44233,42.69394,72.96409
LBN,Eastern Mediterranean,2015,24.49356,18.1399,32.93664
SGP,Western Pacific,2017,14.23202,11.17787,18.67233
MDG,Africa,2016,16.52351,11.08475,24.79905
GHA,Africa,2013,44.52658,30.33655,67.82489
BIH,Europe,2014,32.07207,29.56224,35.33261
AFR,,2012,32.33243,25.45346,42.00259
MNE,Europe,2011,27.20885,24.31143,31.38144
PSE,Eastern Mediterranean,2011,28.7703,20.73937,38.88985
MUS,Africa,2017,10.35147,8.1033,12.71869
SLV,Americas,2015,27.18434,18.20303,39.57966
LKA,South-East Asia,2012,24.60746,18.13724,33.6444
KNA,Americas,2019,8.05126,6.18744,10.40921
ERI,Africa,2012,22.69251,9.06582,49.23012
CHN,Western Pacific,2015,51.76256,49.64072,53.54079
MNG,Western Pacific,2012,52.19057,37.71976,71.51769
HTI,Americas,2017,10.61368,5.80472,18.10418
MWI,Africa,2018,18.60764,6.2052,37.58493
KOR,Western Pacific,2015,27.60665,26.60319,28.42197
GTM,Americas,2016,24.99632,20.05957,31.19898
VEN,Americas,2015,20.12396,14.42063,27.06401
MLT,Europe,2010,17.17263,15.73521,19.10092
KWT,Eastern Mediterranean,2015,66.17386,57.39281,75.311
IND,South-East Asia,2014,55.88501,53.24367,58.39144
MDA,Europe,2015,13.60586,10.17067,17.55289
LUX,Europe,2011,12.6349,11.914,13.41295
NPL,South-East Asia,2016,38.42945,33.37754,45.66264
FSM,Western Pacific,2011,7.3519,3.50164,16.64157
KOR,Western Pacific,2012,26.17924,25.32976,26.9998
AMR,,2011,15.02574,14.43077,15.69373
COG,Africa,2017,28.76763,6.39227,97.69289
ROU,Europe,2016,14.84775,14.12884,15.49082
COG,Africa,2014,28.64988,6.47212,97.24881
UNKNOWN,,2017,17.16915,13.96459,20.93507
MUS,Africa,2015,10.75079,8.58122,13.16543
CHN,Western Pacific,2017,46.89996,44.96159,48.35282
AFR,,2015,33.39974,26.27522,43.36559
TUR,Europe,2018,23.28703,21.85652,24.59719
QAT,Eastern Mediterranean,2019,59.03746,45.74071,70.19674
TUV,Western Pacific,2011,6.94843,2.84514,13.33193
747,,2013,35.46949,30.42883,41.45521
LBN,Eastern Mediterranean,2018,24.0801,17.97044,32.12809
747,,2019,35.94189,30.86498,42.29315
ECU,Americas,2017,15.83787,13.36144,18.46231
EMR,,2014,44.20543,38.96947,50.16202
VNM,Western Pacific,2012,21.67103,17.43523,25.62555
BTN,South-East Asia,2012,30.02531,26.93064,32.89039
GRC,Europe,2010,19.70342,18.1859,21.25052
GRC,Europe,2011,19.55482,18.04554,21.01448
COL,Americas,2018,14.72127,12.1436,16.82288
CHE,Europe,2013,11.383,11.09542,11.73886
419,,2017,17.36015,16.34587,18.55757
LMI_EUR,,2012,21.9871,19.51722,25.37561
IRQ,Eastern Mediterranean,2014,36.63165,29.83864,45.75863
TON,Western Pacific,2013,7.09433,4.11293,12.81514
FRA,Europe,2010,14.4533,14.16692,14.7264
KNA,Americas,2015,8.59294,6.43566,11.43704
MUS,Africa,2011,10.54148,8.34604,12.92011
NRU,Western Pacific,2010,7.4968,3.02657,14.97738
FJI,Western Pacific,2013,7.12294,4.21278,12.09203
HRV,Europe,2015,18.64689,17.30805,20.21725
MKD,Europe,2019,25.16804,23.55795,27.13473
EUR,,2017,15.80217,14.89319,16.98899
JOR,Eastern Mediterranean,2014,24.47033,21.73819,27.7251
PRY,Americas,2018,12.1112,9.07199,17.64068
BRB,Americas,2014,9.94912,6.70677,14.11165
DZA,Africa,2010,21.27312,13.91765,32.38882
DEU,Europe,2017,11.77804,11.58353,11.97988
BLZ,Americas,2019,10.50946,4.32671,20.50485
MCO,Europe,2015,10.41417,9.3267,11.58188
IND,South-East Asia,2016,52.99866,50.57113,55.27544
AUT,Europe,2014,12.98472,12.66246,13.4055
GIN,Africa,2013,35.99449,21.20083,68.42791
POL,Europe,2010,26.32189,25.68319,27.04596
USA,Americas,2017,7.95602,7.8404,8.09071
STP,Africa,2013,32.41367,16.69532,55.75298
BRA,Americas,2016,11.99646,10.33625,14.29787
NOR,Europe,2015,6.8203,6.41712,7.17111
BRA,Americas,2012,14.13799,12.0411,16.75962
SVN,Europe,2011,20.54985,19.5131,21.69805
IRQ,Eastern Mediterranean,2013,38.55701,31.27435,48.42443
BHS,Americas,2015,5.32066,3.89478,7.79033
LSO,Africa,2011,17.74356,12.11143,26.81706
COM,Africa,2017,14.29056,7.35383,23.3463
BGD,South-East Asia,2016,47.77741,43.26912,52.87175
VCT,Americas,2010,8.85366,5.58267,12.01205
AND,Europe,2018,9.21394,8.08418,10.84639
GMB,Africa,2010,37.46242,19.97863,62.69319
RUS,Europe,2017,8.38309,6.80357,10.39721
PAN,Americas,2014,14.51812,10.54374,18.69767
GMB,Africa,2018,39.85939,21.04653,66.98872
DOM,Americas,2013,7.21616,4.69338,10.92008
PAK,Eastern Mediterranean,2012,56.29123,45.99875,68.60881
KNA,Americas,2014,8.21795,6.18325,10.80978
SOM,Eastern Mediterranean,2019,14.27733,7.64543,24.24835
CIV,Africa,2013,39.4543,22.43492,67.35093
VNM,Western Pacific,2013,22.62388,18.20533,26.60789
SEN,Africa,2016,38.67131,22.09644,57.89647
HI_WPR,,2010,17.28582,16.59011,18.10482
ISR,Europe,2018,20.21878,18.84429,21.42643
SGP,Western Pacific,2014,16.62945,12.97835,21.92118
ZWE,Africa,2016,13.09256,7.05221,22.77944
MNG,Western Pacific,2010,45.20481,33.155,59.79518
DNK,Europe,2017,9.96918,9.06712,10.99886
JAM,Americas,2012,14.70844,12.88257,16.46676
RWA,Africa,2017,34.7134,11.99518,69.78996
GMB,Africa,2015,39.87149,20.70616,67.65235
URY,Americas,2012,9.034,6.78103,11.22418
STP,Africa,2017,33.6171,17.13822,58.09157
HI_AMR,,2012,9.54726,9.39653,9.73582
LUX,Europe,2013,11.02887,10.39265,11.69565
KAZ,Europe,2013,32.63615,23.16207,46.55434
ARM,Europe,2018,37.0863,28.54354,51.35327
KGZ,Europe,2016,44.04963,29.43641,64.2823
NAM,Africa,2015,11.87753,6.25922,18.86858
BIH,Europe,2018,32.0164,29.54042,35.03763
HI_EMR,,2017,54.62054,43.16107,67.35227
CHE,Europe,2012,11.73932,11.4352,12.06579
MNG,Western Pacific,2019,41.30377,30.67706,53.49822
CZE,Europe,2012,18.80054,18.26341,19.46184
SYR,Eastern Mediterranean,2011,24.6198,20.36901,29.69263
NOR,Europe,2013,7.13364,6.69931,7.49674
PAK,Eastern Mediterranean,2016,53.65099,43.87565,65.4513
GRD,Americas,2016,10.58836,7.76225,13.73188
OMN,Eastern Mediterranean,2016,35.53841,22.39989,58.39823
KWT,Eastern Mediterranean,2013,65.5682,56.84871,74.5394
MHL,Western Pacific,2019,7.21485,2.62062,15.19696
ZMB,Africa,2014,17.29111,7.69696,32.67522
MOZ,Africa,2017,16.25737,8.49622,25.75279
AGO,Africa,2017,25.44195,5.89409,78.84233
ETH,Africa,2011,22.38095,13.07007,33.96867
NIC,Americas,2017,18.43793,12.94028,25.85125
PSE,Eastern Mediterranean,2014,30.03145,21.34173,40.76739
543,,2010,8.31275,3.21316,17.55835
STP,Africa,2018,33.8403,17.21149,58.52308
SOM,Eastern Mediterranean,2014,14.25288,7.57332,24.25647
HI_AMR,,2014,9.18868,9.06798,9.34127
QAT,Eastern Mediterranean,2013,61.36537,47.49435,73.19581
LMI_EUR,,2019,18.83202,17.24997,21.05611
IND,South-East Asia,2013,58.2048,55.61116,60.77813
IRN,Eastern Mediterranean,2015,29.87318,26.17421,33.4331
SUR,Americas,2013,11.46335,6.41484,18.09079
FSM,Western Pacific,2017,7.6179,3.33295,15.3182
AFR,,2017,33.21602,26.13107,43.12698
LBY,Eastern Mediterranean,2010,31.19201,15.19862,53.78228
LBY,Eastern Mediterranean,2016,30.06973,14.85903,51.57201
ITA,Europe,2016,15.82346,15.59456,16.07081
ARE,Eastern Mediterranean,2012,43.93421,37.5329,53.25588
CPV,Africa,2015,33.37649,17.39168,63.24799
QAT,Eastern Mediterranean,2010,64.27163,49.20683,77.33676
PAN,Americas,2015,14.86951,10.70275,18.76481
COD,Africa,2017,31.32414,7.10229,97.99298
MNE,Europe,2016,21.48403,19.21737,24.73053
LMI_AFR,,2014,31.86882,25.00918,41.37215
TZA,Africa,2019,15.36389,10.79402,22.53493
LMI_AMR,,2015,17.19599,16.04552,18.18417
747,,2010,35.18342,30.13345,41.00821
AMR,,2010,14.74427,13.96488,15.47034
FSM,Western Pacific,2018,7.63087,3.3315,15.63011
FSM,Western Pacific,2014,7.37491,3.84012,15.10627
NER,Africa,2014,48.79553,21.37908,96.196
513,,2014,11.97128,11.55353,12.44834
JAM,Americas,2014,15.35632,13.09619,17.56007
CUB,Americas,2010,13.32336,8.92162,18.48292
WSM,Western Pacific,2018,7.77359,2.80564,17.09188
LMI_EMR,,2010,43.80678,38.79759,50.85418
FJI,Western Pacific,2018,7.51985,3.99361,12.48367
BEN,Africa,2017,32.66209,20.66597,49.35632
419,,2013,18.01339,16.97718,19.15099
EUR,,2014,17.0275,16.13605,18.1637
BDI,Africa,2015,28.3709,10.8674,61.82419
OMN,Eastern Mediterranean,2010,35.53593,22.48632,58.20497
CPV,Africa,2016,31.82663,16.89737,58.25654
53,,2018,7.16285,6.762,7.56213
LAO,Western Pacific,2010,22.85893,17.55824,29.63695
COD,Africa,2014,31.46924,7.09383,99.24383
VNM,Western Pacific,2019,20.8923,16.57951,24.31168
MEX,Americas,2016,21.20562,19.75749,23.15363
BHR,Eastern Mediterranean,2010,55.87221,49.02154,62.43982
MRT,Africa,2018,42.58011,17.93192,92.81238
GMB,Africa,2013,36.75793,20.23561,60.44021
TLS,South-East Asia,2014,19.27231,8.36675,39.00002
SVN,Europe,2010,19.68829,18.56774,20.79708
BDI,Africa,2013,28.2065,10.8105,61.46378
AZE,Europe,2010,30.1081,14.87964,51.80972
GAB,Africa,2017,25.89724,6.56248,80.21896
BRN,Western Pacific,2017,7.02539,5.93461,8.41194
ARG,Americas,2010,13.13748,9.67834,17.12469
HI_WPR,,2015,15.52877,14.91036,16.05573
PAN,Americas,2018,12.37203,8.98903,15.85925
CAN,Americas,2010,7.76265,7.55266,7.95774
SVN,Europe,2015,17.55293,16.67793,18.39272
BGR,Europe,2010,23.87244,22.71894,25.02026
GUY,Americas,2017,12.03326,6.65471,19.39539
PNG,Western Pacific,2014,8.38693,3.02653,20.12882
KWT,Eastern Mediterranean,2016,64.36795,55.89137,72.89962
COK,Western Pacific,2010,7.45866,2.82072,18.25605
LBY,Eastern Mediterranean,2018,30.40843,14.95989,52.22898
TUR,Europe,2015,22.95707,21.58388,24.20233
GEO,Europe,2014,22.75555,18.22012,28.40909
MLI,Africa,2013,36.20615,14.40405,76.80982
TJK,Europe,2011,71.80428,49.26371,104.57865
POL,Europe,2014,23.45474,22.99847,23.91223
MMR,South-East Asia,2019,27.16498,23.4826,30.97188
JAM,Americas,2011,13.67548,11.55381,15.58843
GLOBAL,,2015,36.06115,34.31054,38.08634
ETH,Africa,2016,22.17223,13.08889,33.33216
EST,Europe,2016,6.19576,5.5436,6.90092
LVA,Europe,2012,14.35427,12.92356,16.12899
LUX,Europe,2015,10.44694,9.87613,11.11458
SOM,Eastern Mediterranean,2013,14.26601,7.57097,24.2003
ECU,Americas,2016,17.16539,14.77796,20.41005
NIC,Americas,2010,19.92137,14.04378,28.77232
AND,Europe,2016,9.06227,7.93061,10.709
BLR,Europe,2016,14.7773,12.57031,16.91396
STP,Africa,2011,32.57917,16.79519,56.07908
USA,Americas,2013,8.75496,8.64022,8.87399
753,,2015,40.4442,38.89145,41.93837
MLI,Africa,2017,40.3369,15.17427,91.08119
TTO,Americas,2015,10.94219,8.22609,13.30861
FIN,Europe,2010,7.06676,6.66306,7.47884
GTM,Americas,2017,23.81887,19.19859,30.70033
VEN,Americas,2016,19.64719,14.05972,26.59391
62,,2011,52.96619,50.06429,55.58823
KOR,Western Pacific,2018,23.69667,22.95223,24.45555
COM,Africa,2011,13.8865,7.16176,22.22646
CAN,Americas,2014,7.29134,7.06429,7.4959
543,,2014,8.15123,3.27495,17.80158
ECU,Americas,2011,17.10048,14.51015,19.89514
WPR,,2016,40.52195,38.96576,41.73386
SYR,Eastern Mediterranean,2012,24.69551,20.39433,29.7863
JOR,Eastern Mediterranean,2018,25.85406,22.56945,29.11682
WPR,,2018,34.67788,33.34179,35.70596
MUS,Africa,2019,10.48182,8.2528,12.84361
PNG,Western Pacific,2010,8.65084,2.76593,19.04346
RWA,Africa,2013,34.87908,11.92439,70.42173
DZA,Africa,2014,22.63854,14.53916,35.12081
HI_WPR,,2017,14.57605,13.88589,15.04361
419,,2016,16.95964,16.05439,18.09782
BLR,Europe,2011,18.10344,15.66589,20.38593
IDN,South-East Asia,2018,18.46806,15.57825,22.89615
PSE,Eastern Mediterranean,2017,29.81358,21.26074,40.28298
PER,Americas,2018,28.81163,22.26174,36.99731
AGO,Africa,2019,27.16477,5.8472,89.90965
NPL,South-East Asia,2017,36.76309,31.78571,43.85343
HUN,Europe,2013,17.41172,16.62987,18.49624
CYP,Europe,2019,14.51621,12.8623,16.16408
VNM,Western Pacific,2011,20.67487,16.30723,24.56072
HUN,Europe,2012,18.09601,17.12066,19.19984
TON,Western Pacific,2010,7.14405,4.1709,12.41596
SMR,Europe,2015,11.41735,9.51514,13.38227
COL,Americas,2011,17.84735,15.14,20.72984
VNM,Western Pacific,2016,22.37486,17.96318,26.82913
VCT,Americas,2015,10.09276,6.83315,13.66608
HI_EUR,,2015,13.67118,13.56072,13.81085
LMI_SEAR,,2013,50.35609,48.16563,52.70839
IND,South-East Asia,2018,55.47787,53.03153,58.01829
GAB,Africa,2019,26.28642,6.59081,82.24076
THA,South-East Asia,2014,23.6639,21.48728,25.41024
TUV,Western Pacific,2018,6.93967,2.52112,13.67584
CHN,Western Pacific,2018,40.54193,38.85903,41.97225
MWI,Africa,2015,18.80413,6.2545,38.46345
ARM,Europe,2016,40.0427,28.37958,58.57903
KHM,Western Pacific,2013,19.1953,16.61055,21.70763
LVA,Europe,2019,12.02183,10.69077,13.42216
GBR,Europe,2016,10.18747,9.8356,10.48203
TCD,Africa,2010,41.64312,22.569,70.39636
KNA,Americas,2012,7.91165,6.04183,11.01895
SSD,Africa,2019,20.18219,10.44607,34.95243
HUN,Europe,2010,19.48187,18.46479,20.68694
COG,Africa,2012,29.84971,6.62927,105.26006
TCD,Africa,2015,44.4972,23.96711,77.63577
TLS,South-East Asia,2010,20.7535,8.18195,40.31122
VUT,Western Pacific,2014,8.35515,2.96962,17.32652
LMI_WPR,,2011,47.25671,41.73575,53.82378
GMB,Africa,2011,37.6336,20.0954,62.93764
SAU,Eastern Mediterranean,2010,56.55127,40.0669,74.43287
BRA,Americas,2019,10.94008,9.3741,13.01441
LMI_AMR,,2016,16.90161,15.96818,18.07352
JAM,Americas,2019,14.8314,12.50458,17.45775
ROU,Europe,2010,18.05504,17.41938,18.65196
EGY,Eastern Mediterranean,2016,61.96814,39.85205,90.78324
202,,2019,32.69679,25.12191,42.47457
BEL,Europe,2013,14.41417,13.96129,14.93697
AGO,Africa,2015,25.03078,6.02896,73.13954
JPN,Western Pacific,2013,13.4454,12.53577,14.34986
543,,2011,8.03704,3.26408,18.06838
LBN,Eastern Mediterranean,2013,23.89735,17.81265,31.87849
NIU,Western Pacific,2018,6.7349,3.01937,14.11023
ITA,Europe,2010,20.11166,19.76627,20.43481
YEM,Eastern Mediterranean,2019,41.60944,14.40089,85.18297
HUN,Europe,2011,20.28949,19.03175,21.56522
PRK,South-East Asia,2012,56.46034,43.07712,73.64288
IND,South-East Asia,2011,55.05154,52.34121,57.62451
BIH,Europe,2015,30.73886,28.34785,34.0028
GLOBAL,,2011,36.14984,33.67409,38.61234
RUS,Europe,2018,9.22426,7.62076,11.24895
UGA,Africa,2019,31.31261,19.78991,46.6921
PRK,South-East Asia,2011,55.17787,40.70867,72.45299
HI_EMR,,2018,54.56832,43.19826,67.36664
MOZ,Africa,2015,16.68126,8.58581,26.99214
GEO,Europe,2015,22.56939,18.15112,28.79953
HTI,Americas,2013,9.36743,5.31382,17.34141
MYS,Western Pacific,2011,21.03622,18.48908,23.79259
MEX,Americas,2019,17.82781,16.3319,19.65024
GIN,Africa,2010,36.75639,21.57834,69.76457
VEN,Americas,2014,19.83872,14.5586,26.04336
LAO,Western Pacific,2018,19.68081,15.65947,24.59321
LMI_WPR,,2010,43.49502,41.26185,45.49248
GRD,Americas,2014,10.17527,7.16434,13.03423
SYC,Africa,2013,18.27263,12.96156,26.18158
KHM,Western Pacific,2014,17.01531,15.20197,18.88308
JPN,Western Pacific,2012,12.37181,11.62613,13.24976
IRQ,Eastern Mediterranean,2015,39.05414,31.7127,49.13469
KIR,Western Pacific,2019,7.61811,3.13747,16.25611
CRI,Americas,2010,18.34723,15.70891,21.53861
PHL,Western Pacific,2017,21.62402,18.60763,24.8266
GRC,Europe,2017,15.19722,14.02591,16.40141
NLD,Europe,2018,11.48585,11.14088,11.96658
LMI_AFR,,2019,32.54634,25.40444,41.9743
ISR,Europe,2015,21.65498,20.25103,22.92373
BRB,Americas,2012,9.60352,6.9312,14.27154
IRL,Europe,2014,8.73801,8.1889,9.20774
ZAF,Africa,2012,18.67658,17.47645,20.57321
AFG,Eastern Mediterranean,2011,66.94454,48.90072,92.61683
ISR,Europe,2011,23.7084,22.17768,25.22193
PRT,Europe,2017,9.03849,8.6954,9.35431
DMA,Americas,2013,7.8932,5.52052,11.87712
NLD,Europe,2012,13.74709,13.29174,14.20743
CIV,Africa,2016,42.70035,23.1152,73.3188
STP,Africa,2016,34.44868,17.47759,59.82908
BEL,Europe,2012,14.64482,14.11652,15.14209
EUR,,2015,16.79347,15.8629,18.00422
AZE,Europe,2011,33.92017,18.77048,55.05808
TUV,Western Pacific,2016,6.69649,2.607,13.64766
EGY,Eastern Mediterranean,2015,61.56171,39.67419,90.10401
CAF,Africa,2011,28.59072,6.10495,80.24216
OMN,Eastern Mediterranean,2017,35.99423,22.66305,59.1281
EUR,,2018,16.09504,15.26174,16.99658
RUS,Europe,2013,10.46019,8.39758,12.97377
ALB,Europe,2018,19.75808,17.96853,21.90301
ROU,Europe,2012,16.96099,16.25189,17.5574
TTO,Americas,2010,9.79285,7.68108,12.92368
IRL,Europe,2016,8.07617,7.54948,8.54333
53,,2015,6.65513,6.38013,6.93692
CMR,Africa,2010,53.5823,36.65366,75.53052
CUB,Americas,2013,13.2396,9.73077,17.92031
PNG,Western Pacific,2018,8.92571,3.1543,19.98135
FJI,Western Pacific,2016,7.38893,4.17107,11.84241
CZE,Europe,2016,16.62194,16.14598,17.15723
TUN,Eastern Mediterranean,2012,25.40391,17.34455,35.63593
MCO,Europe,2011,12.36992,10.99846,13.75975
